Taxa,ile_BCAA,leu_BCAA,val_BCAA,gln_GluFamCorr,glu_GluFamCorr,his_GluFam,ile_GluFamCorr,leu_GluFamCorr,pro_GluFamCorr,val_GluFamCorr,ala_t,arg_t,asp_t,gln_t,glu_t,Gly_t,his_t,ile_t,leu_t,lys_t,met_t,phe_t,pro_t,ser_t,trp_t,try_t,val_t
5056,0.256884195,0.548585238,0.592937242,9.568471034,0.62985657,115.7536708,0.3801526,1.207015461,0.370497653,0.657628379,0.260992623,1.320476264,11.81025882,0.795454994,39.95395696,2.501486256,1.259752313,0.974304517,1.005177998,0.745597319,0.922770986,1.346868992,1.087968852,1.738425284,1.654040314,1.115489239,1.151772388
5116,0.286923285,0.561800286,0.549210545,9.14319885,0.639785924,96.42465666,0.398781507,1.200238518,0.353990669,0.652799336,0.225844617,1.338503939,10.78895897,0.737724297,43.76097445,2.472296511,1.012254775,1.032336929,0.956921013,0.767580904,0.901837571,1.520614796,1.075184945,1.720167793,1.610942519,1.153805367,1.15969376
5122,0.293790437,0.565409801,0.537645483,9.316616529,0.652610703,95.0591955,0.420779609,1.190484329,0.382407832,0.66562522,0.220091239,1.303303354,10.23434122,0.764237737,41.09099799,2.191322151,1.052557097,1.055828301,0.938465951,0.747356963,0.912875145,1.387310339,1.110661807,1.797247849,1.655313969,1.134817927,1.166898504
5158,0.303338449,0.553041536,0.545348176,8.134592448,0.634236441,98.61867645,0.418731439,1.197312235,0.377622622,0.662894658,0.220165138,1.300557753,12.61939053,0.655052806,39.05706723,2.185020601,1.124231291,1.044309176,0.973842681,0.751743136,0.905329247,1.357127385,1.096925644,1.728619894,1.639645129,1.098676637,1.155100579
5160,0.301384357,0.560222155,0.537098601,8.455160206,0.594673245,72.10715549,0.427238444,1.190445508,0.356727602,0.668816282,0.218972866,1.353610055,11.67357536,0.689234432,37.51815617,2.360226926,0.850025349,1.060912559,0.946596505,0.701468018,0.913540694,1.569678155,1.059907412,1.885857248,1.630256821,1.179483924,1.166447453
5202,0.294221038,0.576530304,0.520142168,9.756778942,0.64119414,98.68673263,0.399882246,1.195885335,0.358656961,0.644231154,0.201798387,1.354656955,10.55778344,0.789024282,43.03309013,2.45721558,1.039477439,1.030759411,0.944885376,0.733020278,0.950518122,1.584375989,1.081342118,1.85395807,1.641333012,1.120077715,1.139945309
5207,0.259979142,0.555858739,0.580479014,9.197772475,0.650883528,109.5778063,0.402246869,1.193382688,0.345216037,0.674570019,0.198423736,1.336546078,8.914686126,0.740448629,42.14943551,2.86812006,1.168575823,1.025390324,0.945133589,0.750931201,0.933864287,1.577916705,1.046377159,1.726317559,1.609217214,1.158225726,1.187426333
5232,0.259964924,0.602333456,0.520256237,7.435299309,NaN,63.51786896,0.338558067,1.218251038,0.334681942,NaN,0.234981087,NaN,6.478190074,NaN,31.77700901,1.993060043,0.658095344,0.93827943,0.987420192,0.633671235,NaN,1.280926524,1.069462871,NaN,1.626011536,1.252894769,1.091816844
5245,0.273300877,0.539207123,0.588640381,9.473344602,0.670859979,131.0839862,0.388745121,1.209987982,0.354802042,0.656906896,0.21529328,1.33887148,10.88803007,0.747783661,45.40941429,2.207505631,1.278235384,1.011895496,0.995099431,0.742849282,0.92787747,1.571300596,1.077562652,1.755821979,1.64720328,1.127002845,1.167683696
5264,0.278131027,0.568622564,0.548538978,9.41412813,0.675493856,95.79253677,0.401753007,1.19435128,0.358112139,0.659135745,0.19284445,1.300105694,9.369096492,0.759928729,43.4514898,2.663337591,1.020163895,1.027346239,0.94592124,0.679151177,0.942601186,1.481726501,1.074691375,1.763275625,1.642978264,1.123990292,1.162250898
5341,0.263082297,0.552281147,0.582546929,9.627962161,0.676436998,116.3621249,0.398541873,1.197588261,0.343631706,0.669580873,0.17840191,1.328482388,9.099429301,0.771277944,44.62006696,2.516244351,1.182873347,1.026887604,0.951646864,0.766482321,0.946933806,1.603612741,1.051722055,1.776545423,1.646847263,1.16071685,1.186680055
5380,0.308398367,0.543196965,0.553616522,8.933240987,0.615103183,76.01822908,0.439812298,1.192229668,0.394446423,0.680055509,0.193693896,1.332931141,9.577408196,0.721236082,40.92371564,2.385060523,0.86675617,1.102835125,0.938704729,0.718604504,0.906465643,1.474764183,1.139585853,1.8116074,1.657743158,1.111998835,1.200694456
5381,0.312052649,0.545766773,0.544902125,9.371702604,0.623629912,71.7149111,0.440446369,1.190732163,0.371937761,0.678568694,0.184388779,1.358058478,9.154387841,0.739678527,43.4221101,2.202718741,0.786673239,1.116615305,0.921377787,0.73016193,0.890589763,1.574805408,1.108585898,1.82153546,1.641704804,1.17355269,1.206985834
5565,0.261544988,0.558874907,0.575675138,9.70095298,0.652666012,107.5407376,0.395663496,1.196283761,0.374670344,0.66655372,0.167776912,1.337219195,9.581677624,0.785341121,42.96495437,2.386707237,1.1244087,1.017261686,0.949988424,0.715239752,0.886202222,1.634433498,1.107468734,1.773922234,1.651977427,1.157829645,1.177948125
5606,0.31740416,0.563957005,0.518372656,9.54685989,0.659602743,104.0948688,0.441945846,1.185700898,0.362426706,0.670929716,0.251637566,1.32125356,11.38647354,0.786606006,41.30403858,2.231799722,1.144090283,1.09776097,0.920294199,0.731937939,0.932095478,1.535411304,1.075576033,1.777384397,1.656183457,1.155510317,1.176763277
5742,0.283536815,0.556566421,0.558981673,9.641101817,0.630867877,95.35211279,0.395798706,1.202562466,0.388435753,0.653790777,0.256881846,1.340786997,10.54285338,0.792661742,40.95135722,2.389208012,1.043220418,1.011946667,0.980520446,0.765264976,0.913862438,1.531812664,1.12673714,1.739603312,1.651008576,1.170561026,1.14989158
5753,0.295753302,0.557261147,0.546423719,9.904653809,0.644613773,102.4192094,0.407714862,1.199343171,0.384408306,0.656502646,0.217808615,1.354731948,10.35705616,0.790900337,45.14622746,1.791882273,1.048120609,1.054604268,0.949996733,0.697983449,0.946780291,1.6208162,1.135610349,1.789629828,1.627514424,1.113554504,1.169951362
5785,0.271115139,0.564800305,0.558663794,9.546787282,0.644365712,100.0711069,0.386406344,1.200971589,0.3541722,0.651044282,0.207048187,1.349162862,11.08647819,0.771869257,42.72081207,2.322395284,1.059288889,1.000784988,0.967389267,0.729829018,0.938610493,1.587239915,1.071978519,1.753081786,1.650292668,1.168490765,1.150408783
5805,0.29530925,0.566336554,0.534903736,8.367232974,0.582294291,88.28391441,0.431436614,1.185944979,0.415063091,0.673051284,0.196534509,1.332887037,10.64075287,0.673614827,37.90359674,2.415986466,0.992889604,1.07381389,0.923459478,0.69132335,0.929098693,1.452427896,1.159384876,1.84024183,1.643636072,1.18202086,1.178539362
5832,0.324954302,0.5700189,0.502976773,8.443450302,0.576649241,87.59765634,0.43151555,1.189890513,0.397905242,0.65605571,0.222368697,1.353762639,11.34546412,0.697499225,37.17673188,2.113454752,1.026267637,1.072931466,0.941500798,0.714993253,0.91251607,1.455645165,1.134807104,1.817071758,1.655082917,1.122955183,1.146083764
5837,0.248682959,0.560825413,0.585056918,8.898467447,0.623752403,112.5378514,0.380640133,1.200336695,0.386896972,0.66029684,0.243671464,1.333234962,10.48210752,0.742169297,39.00114859,2.518477411,1.243985803,0.972086169,0.982476312,0.739865974,0.894150875,1.559181604,1.116537679,1.635140366,1.736737565,1.109662819,1.153801596
5887,0.296447671,0.566630047,0.534256147,10.60996668,0.679397071,117.4371918,0.410145187,1.195057474,0.354772119,0.656057407,0.214150203,1.332889798,10.57083991,0.866155735,45.07051371,2.318115429,1.185510481,1.052335991,0.940420416,0.7974906,0.956985716,1.603104566,1.074519969,1.66731663,1.649032849,1.170336632,1.163302514
5896,0.29847198,0.543487349,0.560988484,10.38299367,0.662816836,94.10890897,0.427145163,1.19456335,0.371390251,0.676056825,0.214832762,1.322997606,10.31999149,0.861291497,42.61582557,3.057635179,1.021214533,1.077044029,0.947162658,0.783326349,0.932571933,1.562020402,1.097592155,1.719478267,1.626882797,1.141750524,1.19203027
5987,0.279657197,0.54865779,0.572090459,9.32273654,0.672805849,100.303145,0.391098363,1.206821823,0.348856687,0.653472755,0.209019987,1.319003965,11.98080897,0.7422444,44.40822616,2.454713933,1.048554116,1.01148276,0.988017699,0.772173276,0.92706979,1.42584536,1.061005293,1.731053652,1.632399785,1.152029748,1.156912349
6005,0.280490733,0.549159545,0.570337119,9.458608833,0.58390972,93.39723547,0.405473868,1.199364653,0.371498329,0.66592131,0.19288028,1.41199271,9.460982377,0.76960489,39.32811281,2.746547624,1.025412669,1.031741297,0.968245745,0.737420822,0.909536659,1.59842059,1.093852994,1.722187601,1.631281303,1.236431134,1.172031997
6008,0.278832254,0.540852563,0.5816716,9.821256699,0.644166564,96.01557864,0.392979501,1.208499668,0.357797869,0.657178657,0.203792163,1.365547819,9.261991185,0.789799643,43.48718739,2.71863032,1.009634259,1.016479983,0.993534404,0.713582196,0.933152162,1.560831735,1.079395511,1.752268678,1.6629312,1.199560758,1.164741433
6020,0.325652797,0.572681825,0.497242252,9.451490122,0.588156275,72.78621637,0.448888957,1.182943915,0.356830904,0.665341019,0.224361884,1.375179787,10.90943971,0.77719527,38.57245374,2.486972217,0.830288683,1.110766554,0.909579173,0.71441811,0.943926455,1.379950799,1.06950766,1.919419929,1.650499657,1.154653805,1.167174404
6042,0.243285567,0.543043691,0.610775953,9.278790608,0.604815724,98.39605007,0.370895157,1.210325613,0.403179987,0.658011604,0.176091189,1.375963915,10.07229099,0.735986393,41.84980705,2.395068188,1.027784816,0.970565181,1.001528407,0.714449282,0.934262838,1.38729412,1.160295724,1.944785675,1.614930237,1.14912926,1.165787248
6074,0.28697399,0.567007918,0.541395689,9.203987447,0.599185101,84.74901492,0.43912252,1.1805601,0.375457211,0.684666343,0.196981142,1.350772214,11.20695746,0.781404056,36.15211343,2.439526009,1.007808151,1.065324636,0.922016811,0.693020202,0.973313185,1.41675165,1.084800468,1.966182152,1.621465155,1.206784686,1.181625374
6094,0.273267652,0.572796567,0.544721876,9.366209347,0.658392349,104.0851164,0.407080809,1.188584097,0.369169615,0.665428392,0.195363528,1.318760968,11.37018419,0.755489588,43.13579307,2.168302823,1.096826774,1.041167739,0.920940754,0.692982189,0.923600481,1.410566903,1.096648354,1.817555547,1.626858375,1.13837415,1.176245831
6100,0.262760173,0.576530304,0.547990664,9.518877909,0.654232567,99.29035466,0.391490987,1.19156349,0.354935397,0.657933371,0.244899244,1.337213091,10.94929183,0.766175992,43.53829426,2.438763303,1.045633716,1.013425906,0.928900904,0.742093707,0.924526354,1.394054142,1.074716221,1.78684191,1.646063231,1.139808242,1.165195093
6188,0.24899695,0.560554528,0.585223989,9.255253597,0.622994115,98.40867886,0.363435084,1.21043116,0.393019587,0.643165599,0.210069951,1.353389389,12.18269108,0.748989072,41.57539616,2.482240979,1.053321757,0.95014749,1.007335859,0.713597239,0.908378307,1.547915722,1.138874378,1.62195825,1.610243286,1.121544648,1.134706985
6190,0.2788355,0.556009481,0.564306229,9.883375612,0.633943139,108.0031071,0.387972251,1.205872177,0.358412336,0.649740549,0.233684672,1.354340123,10.59606728,0.828267579,40.12925729,2.207027255,1.181313975,0.990004019,1.001921268,0.724635332,0.919412183,1.501191814,1.070593926,1.765844484,1.64018487,1.113168909,1.136457632
6194,0.280396375,0.582727407,0.525541155,8.53073854,0.57500106,104.8103445,0.392829668,1.194225735,0.398195378,0.645764967,0.209901248,1.307925378,12.0821135,0.699854108,37.20762105,2.342251096,1.159068758,1.000101505,0.954401475,0.790023609,0.90860739,1.370940451,1.13890317,1.748089226,1.595444655,1.111597771,1.130247641
6243,0.281900644,0.554917663,0.562555758,10.4274493,0.662621789,106.6343822,0.403532149,1.198814307,0.370883651,0.661946354,0.172993434,1.347355522,9.010495956,0.834614902,45.55118606,2.495229781,1.076168444,1.044771331,0.948953014,0.754789587,0.911481316,1.602642489,1.10964039,1.833301015,1.613669295,1.147390194,1.178836581
6318,0.301432757,0.554593589,0.544760822,9.303406088,0.640787955,97.89853719,0.420760781,1.194581443,0.370367822,0.665889069,0.164665028,1.343512117,10.52951932,0.754942225,41.39431333,2.477584825,1.061751272,1.061953327,0.949392023,0.753823882,0.852261502,1.614088204,1.093994047,1.678863472,1.625882337,1.157305397,1.171803495
6413,0.273634015,0.580244903,0.532486678,8.292714321,0.577013032,78.69058823,0.405889106,1.186513636,0.43194611,0.661589304,0.23490371,1.299187062,12.19574356,0.667863039,37.48397612,2.411533667,0.898410221,1.022929683,0.926965615,0.7092684,0.873943356,1.421840553,1.183123056,1.732367568,1.625135895,1.114589313,1.156309755
6448,0.280537492,0.580267543,0.531079003,9.665185814,0.649061555,104.0517114,0.414133808,1.184774839,0.362790876,0.666016597,0.197293829,1.344002824,9.443365485,0.794306796,41.50123101,2.482686114,1.125479172,1.047553112,0.913183528,0.76325241,1.012274814,1.520325944,1.079181051,1.969008928,1.674165431,1.182895186,1.171065557
6449,0.28940525,0.546178685,0.565501332,10.64587142,0.666836268,100.673959,0.41305555,1.198710286,0.356759285,0.668008926,0.201424355,1.342969592,10.74621713,0.872173648,44.41931536,2.677589569,1.047653903,1.057084905,0.955296651,0.783087911,0.91476554,1.477264084,1.077172793,1.814772851,1.610652746,1.118640641,1.184120059
6709,0.254576778,0.562866833,0.576459413,9.912015036,0.647561064,115.4856632,0.372688121,1.2062265,0.347504648,0.647486693,0.207120731,1.378780945,8.756103222,0.783233137,45.28053253,2.47373893,1.136183155,0.982252452,0.976906113,0.750627933,0.929541218,1.530433719,1.065778287,1.798675511,1.673142751,1.165730222,1.153760921
6727,0.26991044,0.551802864,0.577556275,10.09201903,0.691376099,120.311486,0.384613633,1.206904206,0.365718886,0.652977904,0.217947315,1.272256924,11.29146742,0.846392582,42.60225264,2.500380325,1.281227394,0.985951387,1.002194161,0.78309013,0.887313018,1.443163985,1.083758534,1.797610619,1.635091165,1.122943946,1.145315879
6729,0.283070736,0.553363206,0.562927257,9.293426917,0.660042656,112.2452715,0.397257829,1.202535968,0.380595495,0.656232389,0.204558508,1.304070882,11.28857092,0.766058888,40.93839233,2.123746298,1.23737678,1.008076949,0.988278874,0.77205333,0.910944471,1.43071364,1.107691439,1.676127412,1.657114057,1.13634718,1.148562664
6730,0.262924863,0.561195422,0.571758169,8.664035249,0.641701266,98.5793175,0.379417515,1.204670454,0.37125863,0.649912759,0.229343795,1.326576705,11.10469774,0.692644125,42.20808643,2.1231239,1.0618868,0.98277415,0.984789134,0.720349532,0.915472821,1.420018036,1.098687917,1.756895063,1.633260966,1.167612322,1.146316183
6744,0.281157507,0.544327224,0.575722716,9.646795724,0.649411792,109.6677921,0.408605472,1.19939512,0.359644262,0.669746718,0.207977984,1.342183766,12.31933494,0.802137608,40.58747446,2.455723492,1.195714758,1.031463294,0.97446445,0.705919979,0.898931037,1.504211766,1.070666135,1.813073084,1.632290604,1.125996833,1.173591755
6810,0.252206731,0.576296228,0.56189338,10.83935057,0.672122275,133.772235,0.364890857,1.205611558,0.363986819,0.638748332,0.211549844,1.343642219,9.607863665,0.875918127,46.13146936,2.052957284,1.291613713,0.963182449,0.976115303,0.757672212,0.918808994,1.793395911,1.093139273,1.709113469,1.61739256,1.130041056,1.135282713
6847,0.285584836,0.549222639,0.564349134,8.504861237,0.654391427,112.6519863,0.396427924,1.205723352,0.39483214,0.65366643,0.203723397,1.263319123,12.3601171,0.685878434,41.83477809,2.228745969,1.198369494,1.012573642,0.996728493,0.729504869,0.8802931,1.539803823,1.137937274,1.710564825,1.5938558,1.134729106,1.149575176
6897,0.278078631,0.563600781,0.554299944,9.5416736,0.673732935,114.6375841,0.388341902,1.202392968,0.351060308,0.648509669,0.230021945,1.319921265,11.06223119,0.762346929,45.24806849,2.313245875,1.151869083,1.011944011,0.965939557,0.785385554,0.944518205,1.470568181,1.070944057,1.807942359,1.605690693,1.109236918,1.151624719
6898,0.295823285,0.557914486,0.545955237,10.84322681,0.702851681,144.9367792,0.414108928,1.195868667,0.336685257,0.662121597,0.213674325,1.323480338,7.437475419,0.855095967,49.90125096,2.304874642,1.308354161,1.078467954,0.928925285,0.773138637,0.998976942,1.504914364,1.049291472,1.844910294,1.630825322,1.139636601,1.188421505
6899,0.235434525,0.557103841,0.600064436,9.809164312,0.659553722,109.0415764,0.350423742,1.21581042,0.359658821,0.638968025,0.197871138,1.340282501,11.15281321,0.793860827,43.35619004,2.330233332,1.134021232,0.923899098,1.028485895,0.694926715,0.919763265,1.506670733,1.079082592,1.778231196,1.656726276,1.101132543,1.128223314
6903,0.284468545,0.550326141,0.564954051,10.48297569,0.693962217,108.2513297,0.417128638,1.194105431,0.360542544,0.673751334,0.206842911,1.290158949,10.87595332,0.873932125,43.75086285,2.373338031,1.147792345,1.056730958,0.946107324,0.779373325,0.916801948,1.646438237,1.077698785,1.756205794,1.638020061,1.122052509,1.187587905
6904,0.273169716,0.563769894,0.558841373,9.666570252,0.652765622,114.3548226,0.394635297,1.1978174,0.364796522,0.657662316,0.214595356,1.329345421,12.31042657,0.816966476,40.63360842,2.303464135,1.250366857,1.002446322,0.969245961,0.763036707,0.923346426,1.48525038,1.079936987,1.746419369,1.63775033,1.139090445,1.150680036
6905,0.255295318,0.531629801,0.61310581,9.256143188,0.644755085,83.68631657,0.376556852,1.214333334,0.349515051,0.658410023,0.222342987,1.322403934,12.25576214,0.773318909,39.39832975,2.384021334,0.968578202,0.961074112,1.043116756,0.744042063,0.941726509,1.397517127,1.047208092,1.965958382,1.611626328,1.157025637,1.14793117
6906,0.282133091,0.54654743,0.572062643,8.871027058,0.642674143,97.17984312,0.401297397,1.202817659,0.368243438,0.66183274,0.202181769,1.318449768,11.01172509,0.715741018,41.12030751,2.27006088,1.061648526,1.01921016,0.986079419,0.722572069,0.898404037,1.70447779,1.086190864,1.796551265,1.610939394,1.16112527,1.161093371
6907,0.271336149,0.56386276,0.560769205,9.596246608,0.601786024,81.92867887,0.388084446,1.201506984,0.389455878,0.651895369,0.191412138,1.364596089,11.25678413,0.800954958,38.56325765,2.048918075,0.934508293,0.98813695,0.985284503,0.735224598,0.935368159,1.448177375,1.12236643,1.767663582,1.680819262,1.14075818,1.1398068
6909,0.27015749,0.562079855,0.56400659,9.606148962,0.679173491,96.13276595,0.385386788,1.203255341,0.342134413,0.650509335,0.194708748,1.318974414,9.607558739,0.755304058,47.12858714,2.353092002,0.981215665,1.011554131,0.962384723,0.730281494,0.954001573,1.519089007,1.058837987,1.815971814,1.560698044,1.152014364,1.161341829
6910,0.285568644,0.552294011,0.561568325,10.83555389,0.655193267,105.2372409,0.406008146,1.199135308,0.387415403,0.662632877,0.190254224,1.330739456,9.478892022,0.914036731,42.19589379,2.85167182,1.125380154,1.033480766,0.96701744,0.741777429,0.979991678,1.492970577,1.125396449,1.783203023,1.676622834,1.162435576,1.166433335
6911,0.268299597,0.545766026,0.584916118,9.001987427,0.596935393,119.5184879,0.381921248,1.209544352,0.385279243,0.652681984,0.172812896,1.381812823,13.90477473,0.737532172,38.47271614,2.247564832,1.303774052,0.977422174,1.017357414,0.76470818,0.829809656,1.328629168,1.115682003,1.671511335,1.533408852,1.104499423,1.142541129
6914,0.272829182,0.576782689,0.541818379,8.722479531,NaN,89.86050212,0.406257966,1.1883793,0.42146076,0.664197313,0.2106682,1.431481296,10.48466569,0.732219533,34.50452825,2.230361735,1.020143232,1.032637619,0.966198375,0.663842986,0.917223618,1.541342587,1.183518125,1.748787872,1.551283892,1.150414207,1.146619454
6916,0.261449394,0.549708482,0.587324939,10.00261887,0.688912134,120.4287994,0.36554354,1.216447875,0.346484523,0.639614587,0.209972334,1.32099948,10.27354206,0.784527848,48.04591302,2.346214074,1.150306919,0.971719527,1.011768538,0.755250193,0.904785119,1.68576442,1.068956788,1.693319292,1.605762326,1.116903369,1.143067337
6919,0.314766886,0.560633373,0.524797605,10.45352484,0.658074647,131.2705444,0.437265674,1.187582403,0.375229927,0.670810933,0.244603987,1.335894852,10.31154802,0.890471316,40.88427378,2.421215912,1.398790042,1.087341739,0.929875417,0.802008657,0.979119508,1.545028335,1.098189846,1.716808389,1.700966259,1.117862597,1.174899151
6921,0.300315323,0.566146163,0.530985283,10.16400858,0.651728701,98.70163081,0.400735928,1.200931255,0.379605356,0.645139421,0.260807576,1.322821927,12.92568317,0.867153675,39.73716108,2.502112238,1.115353041,1.009388176,0.98710598,0.732143704,0.937373331,1.604529967,1.102061676,1.829551769,1.590148807,1.107966782,1.124374292
6924,0.275624637,0.551075966,0.571998809,9.050877112,0.638001127,91.60610199,0.405390337,1.197669034,0.35995196,0.668238829,0.187949265,1.341235091,10.40097172,0.737869638,40.7123329,2.276501696,1.017965222,1.027866367,0.965839856,0.707095396,0.900859519,1.486698702,1.072939846,1.932126444,1.662747237,1.133792908,1.173190731
6926,0.255799532,0.535918255,0.608199228,9.620411466,0.675517609,121.3098106,0.375953565,1.213505864,0.358372456,0.656307359,0.214753095,1.308766743,10.68405914,0.800348669,41.41286328,2.575219131,1.313612797,0.96454315,1.033730068,0.716204406,0.929278232,1.503259966,1.06712102,1.793000089,1.658826527,1.150724502,1.148630734
6928,0.301411353,0.567500195,0.527696049,10.0994501,0.640391245,109.2759883,0.408365839,1.197096557,0.397926617,0.650856527,0.224183964,1.319647186,10.21771719,0.887341888,37.71396593,2.263546138,1.282297381,1.01565994,0.982827158,0.779424368,0.921668025,1.602513864,1.126037025,1.654232058,1.622274541,1.12368138,1.127421856
6932,0.282620914,0.55435792,0.561831892,9.307935203,0.524147047,91.8011344,0.402182641,1.199992358,0.416175695,0.660251686,0.178412118,1.430587704,6.725856919,0.708790928,41.71858462,2.812114106,0.907103809,1.055281573,0.940834921,0.713483961,0.994470784,1.547585779,1.202267572,1.876047607,1.614672665,1.208995265,1.186449784
6933,0.291658888,0.586252102,0.512073647,9.723449245,0.641424908,86.93368783,0.42103956,1.182680782,0.380592972,0.662512119,0.188892905,1.315142845,7.434859293,0.810751985,40.13929358,2.218024923,0.982838309,1.054955438,0.911557736,0.714256754,0.916575135,1.392219727,1.10613724,1.736312059,1.627474975,1.176943223,1.160082088
6936,0.273192047,0.547645144,0.578853516,10.76570955,0.666328928,105.3787775,0.389010517,1.2067897,0.377943286,0.655690842,0.242338499,1.31670828,11.16637802,0.902040617,42.83143208,2.250438917,1.119617858,1.000642182,0.995365323,0.782204778,0.912364109,1.452054229,1.1092545,1.805962645,1.678063611,1.080323225,1.155607076
6937,0.26510202,0.551251134,0.581813127,10.33634189,0.648398013,117.7370158,0.387250816,1.204723391,0.375349961,0.657662511,0.208031113,1.352322322,10.24025715,0.858263272,42.23015573,2.182877644,1.224604229,0.996745712,0.98754421,0.722091316,0.900506842,1.516588389,1.104306996,1.754796821,1.676529887,1.213493959,1.159108412
6939,0.274638988,0.540202619,0.586654803,10.11961742,0.641060037,115.9946122,0.386552808,1.211182926,0.341961817,0.653895074,0.19606681,1.308686293,12.85168548,0.846373078,40.5134517,2.294386004,1.262787648,0.986131019,1.023647539,0.787762577,0.960440778,1.453160583,1.140803231,1.754958689,1.611538355,1.108088793,1.144386997
6940,0.26591215,0.565381544,0.563727417,10.34500459,0.691959757,114.4626567,0.379788016,1.204172204,0.325321507,0.647106274,0.194213345,1.316609655,12.75484404,0.860499887,43.5095919,2.093704412,1.2076015,0.979768434,0.98650962,0.753105091,0.944018226,1.540571574,1.010738519,1.742114952,1.621520449,1.114578761,1.138409609
6942,0.234260047,0.55232932,0.60796797,10.13141524,0.647358843,102.9335301,0.358186467,1.212602823,0.358305663,0.648122772,0.207580468,1.358396518,11.35573045,0.829257377,42.40817747,1.932684108,1.086182671,0.93717209,1.01859622,0.738528751,0.953635332,1.626015998,1.07273365,1.859452451,1.633646907,1.167750717,1.142286752
6943,0.281152881,0.568855959,0.545064582,10.10240259,0.658524271,99.22048105,0.404925919,1.193074311,0.390346173,0.660348687,0.192058639,1.313219748,10.0419226,0.815475528,44.45396273,2.401436179,1.033848224,1.042929414,0.932219913,0.698943978,0.935453533,1.658327304,1.138258352,1.877241467,1.635645255,1.168220244,1.171454824
6944,0.274570499,0.561662914,0.560923497,9.368409118,0.625281746,83.18940282,0.403436588,1.194945577,0.353680737,0.664665324,0.198728951,1.350513399,10.59047678,0.793366594,38.03120433,2.4995216,0.980326243,1.010829084,0.967256301,0.72534976,0.921584555,1.420411572,1.052024984,1.793874369,1.716037716,1.151071482,1.156239254
6946,0.269830641,0.586461773,0.531303025,9.558289673,0.659334184,117.5310721,0.399071906,1.18817704,0.376759378,0.657100352,0.197242185,1.29794237,10.74665631,0.812964999,39.01559424,2.443571848,1.327740235,1.000658619,0.942806533,0.707683666,0.932499709,1.598067256,1.091731181,1.719589039,1.66996093,1.182610626,1.141215668
6951,0.286644965,0.566906645,0.542381013,9.288280318,0.665311079,97.79453306,0.418953268,1.188154654,0.372713076,0.669794606,0.211855538,1.301089153,10.39856347,0.747751664,43.64534483,2.53340903,1.038338285,1.065678269,0.918726429,0.729561765,0.947140625,1.50407854,1.104600332,1.871080991,1.640614447,1.157977369,1.184602685
6953,0.272722242,0.552010924,0.575025735,9.676186425,0.653576936,116.6777936,0.397078342,1.201366412,0.375694332,0.662954339,0.219492046,1.32362388,12.15136032,0.798451702,41.56174646,2.394888773,1.241150267,1.012461082,0.978607817,0.764545851,0.941358496,1.486071659,1.101773609,1.834062587,1.645797138,1.150647226,1.164392286
6958,0.280166874,0.549290192,0.569765413,9.262828187,0.60612176,90.82410408,0.406201993,1.198945369,0.404722516,0.666593545,0.178117689,1.3586318,11.06009386,0.757812719,39.67205825,2.478203259,1.004698655,1.030777124,0.968761408,0.71051173,0.928025033,1.603932793,1.154077967,1.800060942,1.645872487,1.110230803,1.171558644
6959,0.252217986,0.544621387,0.601375981,10.1043599,0.667368146,98.58366926,0.392143384,1.200341207,0.345378241,0.672647728,0.237099275,1.315689635,14.08134654,0.885781329,38.53127956,2.503711846,1.156239403,0.98298202,0.994692975,0.757262281,0.874056762,1.573911749,1.033229984,1.679977047,1.648974718,1.087267363,1.165781907
6961,0.292243896,0.570590171,0.533204108,10.10584685,0.691117561,103.1701702,0.410114289,1.1929073,0.339893947,0.657450031,0.223466157,1.291949331,9.815509965,0.85121991,42.12949,2.63559202,1.13029876,1.034167466,0.949501157,0.766163004,0.893043104,1.44177385,1.033685875,1.757155403,1.729130983,1.164098403,1.151600141
6962,0.289237748,0.583516537,0.516016268,8.031046452,0.609824768,87.19367843,0.405288349,1.190568418,0.343397923,0.649978281,0.230264685,1.357131146,10.17780949,0.691995474,43.31796679,2.421189305,0.919656584,1.049911376,0.918019871,0.74752034,0.891703017,1.4910708,1.056173494,1.799832184,1.635937155,1.109839955,1.157932917
6967,0.289509309,0.555641141,0.553879449,8.624629752,0.639008395,103.6063141,0.407174847,1.198577211,0.381650117,0.660208437,0.171489327,1.318503354,10.07633511,0.689963345,41.41155625,2.650952285,1.111774558,1.034907469,0.966070344,0.734882627,0.940043675,1.559156979,1.113051495,1.742073277,1.626844866,1.145079165,1.161406831
6968,0.273024638,0.567625198,0.55281927,9.8719706,0.625007916,113.8427752,0.397582514,1.194912167,0.402541937,0.658909841,0.203017934,1.335084591,12.53553966,0.831609398,39.39479251,2.180223739,1.24915189,1.006158656,0.95986074,0.721019632,0.88776158,1.436530366,1.138942256,1.692069069,1.622120896,1.131435792,1.150943949
6970,0.300789067,0.550348708,0.550185038,8.488247697,0.639241653,103.3790236,0.448652126,1.182827263,0.370046216,0.691045966,0.177469945,1.316022702,11.62228919,0.698938309,38.59348504,2.562874035,1.184141588,1.099808208,0.920702723,0.740423531,0.905670412,1.428346902,1.081173825,1.762448012,1.640762058,1.138942215,1.203700717
