"Taxa","ala","arg","asp","gln","glu","Gly","his","ile","leu","lys","met","phe","pro","ser","thr","trp","try","val","Total","ShikFam","AspFam","AspFam_Asp","SerFam","GluFam","GluFam_glu","BCAA","PyrFam","ile_BCAA","leu_BCAA","val_BCAA","gln_GluFamCorr","glu_GluFamCorr","his_GluFam","ile_GluFamCorr","leu_GluFamCorr","pro_GluFamCorr","val_GluFamCorr","ala_t","arg_t","asp_t","gln_t","glu_t","Gly_t","his_t","ile_t","leu_t","lys_t","met_t","phe_t","pro_t","ser_t","trp_t","try_t","val_t"
"A7080",1.420569474,1.146817123,1.170904711,2.741414508,1.084097401,0.644677547,4.949856503,1.463860944,1.714858656,2.91910971,0.780213228,1.056718529,-1.574229636,-0.431682132,0.7490696,0.898867877,0.697872216,1.372747762,0.269123318,0.970651838,1.224675638,1.224675638,0.093105905,0.582006809,0.967800463,1.177362954,0.875020484,0.279860816,0.5724746,0.541270031,9.584495058,0.676000353,113.5253462,0.395320343,1.197274826,0.363337581,0.650730921,0.186492959,1.300469229,11.32285511,0.783192396,43.34125083,2.396140504,1.187088894,1.014102179,0.957485472,0.737034607,0.925762557,1.402804535,1.084912513,1.7169041,1.645906725,1.091005828,1.147186454
"A7092",1.157341417,1.094633285,1.146604706,2.637657515,1.096988107,0.709132872,3.912396541,1.370011153,1.62662226,2.710721643,0.785167731,1.034413924,-1.314072907,0.072057114,0.767046686,0.846999522,0.737142913,1.210630974,0.257607325,0.971813748,1.226600543,1.226600543,0.460444454,0.555136396,0.84135226,1.02657124,0.775745253,0.277257545,0.546642293,0.576156995,9.215679991,0.660746586,108.075919,0.41028721,1.196948732,0.379852731,0.672887754,0.164590583,1.341973506,7.952626348,0.705887682,43.20766079,2.360748176,1.03819388,1.073224166,0.928476735,0.694529143,0.892262294,1.506019456,1.128657572,1.879431159,1.543861406,1.124395291,1.210717383
"A7094",1.450826001,1.133566821,1.116346396,2.915495942,1.082804922,0.624098802,4.628846534,1.419279788,1.697531757,3.193139858,0.780176946,1.047763192,-1.688372294,-0.440117354,0.757139062,0.843975541,0.711306135,1.364258432,0.273534863,0.980425214,1.188500231,1.188500231,0.06154392,0.58443571,0.971127797,1.154166522,0.947020756,0.303679424,0.569469172,0.524173008,9.875414289,0.660116285,99.24894931,0.413836438,1.193922951,0.351044808,0.654407353,0.217622749,1.328351002,9.017241599,0.812255947,44.04556848,2.35852325,1.033197509,1.057659148,0.937715178,0.765948871,0.931310294,1.542437218,1.066370226,1.732130054,1.576495715,1.138033735,1.158912867
"A7098",1.322006049,1.073395788,1.168127708,2.754462116,1.088291866,0.648987517,4.38433485,1.433362184,1.693579167,2.881852472,0.796896896,1.047862599,-1.831451383,-0.374202694,0.767227098,0.875023888,0.725936012,1.360341939,0.262334625,0.971028136,1.233186367,1.233186367,0.146277301,0.56564296,0.856714645,1.15336934,0.899253676,0.292870597,0.57094938,0.531828349,10.06045962,0.655521297,103.290959,0.394535763,1.200923116,0.3269566,0.643133824,0.208419613,1.374779016,10.60902502,0.80242454,44.94873792,2.391270228,1.056590494,1.024390322,0.958870627,0.749541404,0.948102792,1.478355947,1.023928495,1.721745745,1.607019816,1.149870251,1.142710309
"A7100",1.460847178,1.146416673,1.148408794,2.95507894,1.075513668,0.60396468,5.12929114,1.485543837,1.752836689,3.117148607,0.772562297,1.05311106,-1.638172233,-0.427265447,0.756910066,0.860548968,0.698299611,1.384443971,0.285907255,0.979292647,1.206932146,1.206932146,0.059616876,0.607419337,1.005546985,1.202081282,0.96618595,0.275904498,0.567412748,0.551944667,9.571302648,0.656518717,100.0627537,0.405094864,1.192442872,0.371921798,0.663834639,0.204067566,1.325662213,11.47745546,0.786030343,41.92203542,2.368448483,1.09056856,1.029702122,0.942447356,0.728260771,0.933082063,1.541285073,1.095948735,1.797950378,1.609314859,1.137711436,1.16729559
"A7102",1.487697819,1.131124009,1.182522537,2.828651828,1.075654173,0.63595468,5.303027777,1.472028118,1.740844294,3.356439412,0.767478123,1.051307721,-1.602454728,-0.330330994,0.765013612,0.874675195,0.699414205,1.336155096,0.276182806,0.974039342,1.239935111,1.239935111,0.144400633,0.605818843,0.986676924,1.167555699,0.955652681,0.266507388,0.558250614,0.572269826,9.059305388,0.631633729,100.3594945,0.408265468,1.191227355,0.372926327,0.675362005,0.223480016,1.331715398,12.38550748,0.774120563,38.27593196,2.399634575,1.173798337,1.020879305,0.953744905,0.755274923,0.908339271,1.506035554,1.086373521,1.803543868,1.621137439,1.11008083,1.175141555
"A7105",1.292138809,1.107541727,1.115228152,2.999984455,1.084033083,0.74900876,4.052981148,1.419137637,1.674546119,2.994901195,0.802772317,1.048340375,-1.360008489,-0.019219771,0.768866409,0.900673589,0.744192156,1.295820224,0.266009504,0.962055387,1.19308138,1.19308138,0.440896143,0.576758285,0.874576845,1.107055642,0.863684058,0.278475348,0.559213966,0.560371617,10.4504213,0.636499529,85.09608457,0.407650135,1.194360966,0.386991793,0.666897833,0.195372272,1.342017399,8.445608851,0.867555025,42.18859045,2.846544601,0.926795844,1.041211596,0.942870376,0.75908816,0.962958737,1.48996636,1.129308022,1.973907908,1.64019079,1.162791364,1.178137854
"A7110",1.385161602,1.111796107,1.114185907,2.740004047,1.073021592,0.610080233,4.585059258,1.492465608,1.813673636,3.223459784,0.761502137,1.054097015,-1.464149798,-0.452384926,0.759754281,0.941456869,0.72557318,1.40168191,0.282848695,0.95786143,1.185866431,1.185866431,0.036487229,0.605615742,0.884153386,1.230113294,0.951455233,0.285124798,0.555018573,0.559467538,8.966800788,0.598237058,86.65993773,0.402209012,1.200213289,0.396556666,0.658848695,0.197362815,1.361897045,9.440335928,0.730023819,38.79721711,2.356477889,0.977821083,1.019660887,0.976123285,0.752461944,0.908680996,1.510672698,1.135626366,1.765908305,1.710339117,1.203376858,1.155163675
"A7123",1.35945433,1.144795208,1.095904804,2.959310302,1.076752709,0.631322944,5.655538393,1.456895619,1.730105126,3.18846118,0.780634857,1.057340364,-1.659977453,-0.494517224,0.764028515,0.870808188,0.703924761,1.360239776,0.289149494,0.976212094,1.17614023,1.17614023,0.042890277,0.603228689,0.999463349,1.16970187,0.912652634,0.283723025,0.563867078,0.548867108,9.725381462,0.660146685,121.3129502,0.413839234,1.190959064,0.370474173,0.667734827,0.184164772,1.333403914,9.006709008,0.779963469,43.96751224,2.53386009,1.222487398,1.057969706,0.926542824,0.729366363,0.952594113,1.502797416,1.100122578,1.768488012,1.632309752,1.157922505,1.183281393
"A7126",1.419582044,1.119552722,1.175028099,2.693803298,1.083368257,0.629156495,4.710138812,1.40218744,1.670776124,2.864210273,0.782662527,1.057460453,-1.597030755,-0.224442885,0.752571926,0.885970564,0.719024515,1.292723089,0.268872504,0.971795835,1.22588936,1.22588936,0.202148604,0.580330794,0.920475844,1.098107112,0.901577381,0.286899094,0.557849128,0.554713197,9.34671951,0.650982796,105.1179916,0.417219235,1.1923997,0.360088634,0.670437623,0.217934811,1.332555683,11.49986121,0.756386545,42.84050013,2.346315626,1.102387645,1.061339593,0.934967652,0.723085872,0.930164818,1.391958519,1.081206306,1.848817366,1.629112163,1.149675757,1.185252019
"A7128",1.175917657,1.106197356,1.150686465,2.505352381,1.092320299,0.681285827,4.061585435,1.402962182,1.573702293,2.842105724,0.783158839,1.040852128,-1.209951424,-0.110405741,0.763311332,0.883591337,0.751363936,1.279541604,0.253169159,0.96464339,1.216023349,1.216023349,0.30247971,0.553694097,0.809474911,1.067377655,0.80020198,0.27117473,0.584099297,0.534226316,9.432367043,0.648041426,96.11423975,0.397249136,1.189962982,0.392789418,0.655386928,0.189854699,1.320287897,9.077576458,0.744987598,44.44588787,2.490649847,0.994766851,1.029267839,0.917608944,0.767165042,0.908924429,1.510240498,1.146058043,1.837146759,1.607616096,1.185993067,1.164763007
"A7135",1.402123334,1.121789071,1.135884231,2.951001497,1.086672086,0.643310689,5.116651002,1.384740128,1.736204693,3.076918693,0.776493443,1.036114693,-1.787004986,-0.412532346,0.752529957,0.922496035,0.715665889,1.336149691,0.267289355,0.954751694,1.203835297,1.203835297,0.119040487,0.575191527,0.972890698,1.129163293,0.921294575,0.322883505,0.545874771,0.53464096,10.48352463,0.690249545,124.9083566,0.420626887,1.202434962,0.336457179,0.655519981,0.21897691,1.324690394,9.452229464,0.854171493,45.30868428,2.402606727,1.251279337,1.072753063,0.969548499,0.771532992,0.917621677,1.67467613,1.039369146,1.721849077,1.670363246,1.138987571,1.161689216
"A7139",1.448326304,1.096864636,1.194238263,3.005886837,1.078906815,0.573715338,4.524735214,1.491190244,1.772395017,3.072093953,0.787140205,1.050094827,-1.646657018,-0.406898869,0.771896767,0.875799356,0.70850199,1.356113861,0.271458503,0.973078454,1.246604136,1.246604136,0.018823977,0.591659887,0.905179744,1.18860922,0.950226646,0.265504028,0.555720684,0.575177417,10.16773092,0.631559631,91.32176173,0.392161801,1.200589182,0.361084557,0.661116637,0.221427523,1.362381072,12.79677124,0.864075704,39.93885015,2.105580547,1.024605629,0.998701108,0.980283699,0.757519746,0.941984193,1.499446976,1.073065872,1.74328976,1.620338595,1.121885707,1.158192001
"A7141",1.456270522,1.124965338,1.162085156,3.180531307,1.083653094,0.654896939,5.193687105,1.460823551,1.734624537,3.134711264,0.794726793,1.053050114,-1.829839634,-0.434557084,0.7530592,0.886719222,0.718280685,1.331587493,0.273220149,0.970750571,1.217237939,1.217237939,0.105839392,0.584411425,1.001569912,1.157116594,0.937282096,0.272220968,0.556502211,0.569512712,10.97970336,0.685649028,119.1947138,0.398174634,1.198590725,0.339761919,0.662733149,0.225234436,1.329586281,11.1267238,0.910587192,44.55580179,2.483328718,1.216452081,1.024350771,0.956899632,0.7663912,0.958527681,1.471469689,1.041858292,1.733014583,1.62677533,1.159558684,1.17257562
"A7143",1.373599616,1.093140662,1.095319679,3.160717335,1.085432075,0.598906903,5.298284549,1.495353826,1.823161631,3.120595561,0.776129215,1.034739831,-1.533489358,-0.381779667,0.755224911,0.88206838,0.737171947,1.370973023,0.27529829,0.963383666,1.173092147,1.173092147,0.073848263,0.574453755,0.889025456,1.210693165,0.93964417,0.272856513,0.54683151,0.579225345,11.28747579,0.656393093,132.7947314,0.379018282,1.212871213,0.366663012,0.646162839,0.200947445,1.374484774,8.243210618,0.898671411,47.33235669,2.277588256,1.231992775,1.003187877,0.994570335,0.754962004,0.927157737,1.745501788,1.107866035,1.77767706,1.630962563,1.214092915,1.157676143
"A7145",1.296287686,1.106948953,1.149963065,2.811369097,1.077928726,0.58829822,4.855843173,1.44595752,1.730876865,2.99232682,0.774078675,1.037936777,-1.544897117,-0.377646546,0.771242913,0.884897481,0.705875548,1.354898392,0.275380643,0.966743826,1.217163157,1.217163157,0.04839097,0.594252189,0.90092145,1.166087019,0.894247652,0.288196163,0.562042696,0.547715685,9.352921437,0.624807923,99.28053551,0.411687393,1.19397525,0.374637426,0.663422441,0.184760294,1.354661837,10.66812753,0.771542072,40.35754225,2.190071105,1.086857819,1.041639625,0.950205671,0.727511581,0.922644518,1.694585317,1.10102027,1.783423394,1.632236629,1.133008629,1.165608463
"A7147",1.34768438,1.060875132,1.171462573,2.649142202,1.077370419,0.610367913,4.081215542,1.422071436,1.657185387,2.689838525,0.803616418,1.037300098,-1.120290072,0.008646621,0.784139324,0.946627131,0.756651177,1.288170377,0.253704647,0.950632764,1.246835874,1.246835874,0.336851621,0.580237341,0.758849116,1.097578746,0.874444687,0.276975534,0.569921923,0.547332055,8.286214054,0.534706623,82.54299113,0.420705377,1.185014141,0.423566983,0.691530461,0.181679457,1.378975274,10.16975928,0.696914013,33.29552612,2.155218833,1.002076705,1.070299672,0.904452941,0.671745235,0.945867286,1.559382777,1.166382404,1.918425413,1.676911428,1.202180903,1.197184909
"A7150",1.228577758,1.117373958,1.141699854,2.588742415,1.086901124,0.597649868,4.35358846,1.406405475,1.644282989,2.895751557,0.788738648,1.039291907,-1.655242419,-0.307746847,0.753379138,0.885606864,0.729141913,1.284548965,0.265361621,0.96450685,1.206099957,1.206099957,0.106324687,0.571227425,0.900802476,1.086127207,0.81799197,0.281342696,0.563247132,0.551461002,9.280132203,0.665063082,97.68272765,0.410669032,1.192097335,0.349506871,0.66656665,0.184662097,1.326091549,9.579928014,0.731890539,45.02286603,2.168714931,1.018905258,1.055371485,0.928521206,0.740976465,0.937330267,1.613794597,1.064558258,1.777031657,1.624811681,1.168082729,1.183603668
"A7151",1.381113073,1.122873694,1.123431987,2.94582307,1.078038115,0.555225591,4.896520117,1.497885954,1.787331627,2.943361532,0.746927347,1.036181052,-1.507730513,-0.368232085,0.759917975,0.867976106,0.714112986,1.383574792,0.28265164,0.968639368,1.191152203,1.191152203,0.007905294,0.596478923,0.933261574,1.214414652,0.943027002,0.271977999,0.559563705,0.565598405,9.786060544,0.642514463,99.79696636,0.393377644,1.200217391,0.381666816,0.657486922,0.192900061,1.347238,9.92650319,0.792916512,42.96023432,2.112206919,1.051315255,1.014770054,0.963833172,0.704069478,0.88170129,1.770650414,1.121090037,1.821655984,1.616588458,1.168039632,1.163090231
"A7158",1.494699418,1.141735092,1.157812105,3.133666529,1.075769403,0.530950774,5.252868311,1.459570356,1.697329023,3.1488593,0.782731551,1.055434106,-1.510600696,-0.357106699,0.763970105,0.858734205,0.699827103,1.364858758,0.280836194,0.971339301,1.217801654,1.217801654,0.002720988,0.605570186,0.986316452,1.166562328,0.955923806,0.278397685,0.575780087,0.538371768,10.16637684,0.652194611,106.7515412,0.413451447,1.186111392,0.386747555,0.667667897,0.219684278,1.323240004,11.56685991,0.861410552,40.45199149,1.977362513,1.17735903,1.039439858,0.924995262,0.746273415,0.945918623,1.486736765,1.117561196,1.819765669,1.581556223,1.133273846,1.168629556
"A7163",1.36497139,1.14004147,1.137208237,2.681349456,1.073409523,0.574173499,5.130984192,1.43402584,1.772684416,3.239144472,0.766373409,1.046001805,-1.709125056,-0.55297446,0.762719422,0.900366312,0.71824045,1.385476865,0.282683909,0.963482734,1.206017326,1.206017326,-0.06542496,0.610220223,0.964212226,1.187724936,0.932111757,0.310717689,0.555097784,0.535942038,8.785792304,0.634513662,99.55888655,0.428195621,1.193612726,0.367814944,0.66596162,0.192089394,1.328225752,10.65174703,0.719189592,39.33088127,2.1950208,1.123695911,1.064356159,0.956882892,0.757635477,0.919094941,1.630165619,1.079430332,1.70463281,1.657917948,1.182622232,1.162467322
"A7165",1.358165681,1.173223676,1.128023589,2.754459401,1.07600019,0.599231594,5.718348547,1.592245215,1.882039042,2.988316742,0.754916961,1.056190829,-1.663565613,-0.24492724,0.770590986,0.909624883,0.70367235,1.451304163,0.278664989,0.965982532,1.202664249,1.202664249,0.147495413,0.606507842,1.030527915,1.313320053,0.964603694,0.25386916,0.559535356,0.581949744,9.024286094,0.661504724,118.2243941,0.370420718,1.207408304,0.367692792,0.648082455,0.194016266,1.293026717,9.875927629,0.749176968,39.87475816,2.274458216,1.313719679,0.948143167,1.014439051,0.721679614,0.891422215,1.461454017,1.079759925,1.883694946,1.666773851,1.128578601,1.128691127
"A7166",1.478019748,1.154247013,1.130387405,3.078028172,1.075359982,0.587898726,4.68604278,1.46423333,1.77341315,3.231854214,0.780190927,1.05408759,-1.663484012,-0.42538411,0.760298216,0.928727964,0.705074668,1.387463746,0.281300269,0.959295558,1.202824707,1.202824707,0.026253004,0.60780526,1.018550467,1.201011027,0.976792753,0.291836767,0.558959465,0.548109193,10.02600972,0.65949343,87.74700754,0.413073308,1.194949705,0.36811911,0.66360327,0.215834731,1.310782551,10.11295387,0.856661588,40.19284119,2.240169977,1.00083292,1.035812902,0.961735921,0.757968143,0.941664605,1.50207432,1.082696937,1.77581887,1.70267792,1.138193555,1.158897949
"A7169",1.722592876,1.145770287,1.151565802,2.891376773,1.072340997,0.564213609,4.501096021,1.500039278,1.777657792,3.075616226,0.766542204,1.055701054,-1.552761966,-0.439259579,0.757786918,0.899664284,0.699269422,1.437396769,0.284930387,0.969077277,1.21014995,1.21014995,-0.029765812,0.606233955,0.923952436,1.245954138,1.074598579,0.288015287,0.573833617,0.532638019,9.224933762,0.589279433,79.3474264,0.399581586,1.195873398,0.381537273,0.650171298,0.26276127,1.327390169,11.59747723,0.766023068,38.6987218,2.138160219,0.912683403,1.018706256,0.955743666,0.719190059,0.920111128,1.49871119,1.112840581,1.783402582,1.666910636,1.130382644,1.142343716
"A7178",1.248425968,1.089593009,1.181525805,2.876603178,1.085793996,0.626946099,4.469685099,1.407822214,1.743185958,2.753254196,0.792135794,1.038867385,-1.27504856,-0.270828161,0.760928408,0.883724777,0.741498416,1.304506502,0.261569237,0.965241007,1.236977202,1.236977202,0.174173299,0.57028127,0.85048609,1.122462184,0.859414383,0.296745814,0.540414208,0.566131645,10.32132894,0.634892182,102.4387297,0.40782425,1.204989348,0.395406461,0.660504187,0.191482293,1.353239395,11.20826565,0.846813231,42.38182509,2.270768994,1.073049407,1.042770529,0.983594224,0.722105569,0.937964822,1.593802773,1.144487446,1.781500163,1.615861658,1.192611779,1.167422257
"A7181",1.488793299,1.148260766,1.105634187,2.503053744,1.086544954,0.633751933,4.410571481,1.412904362,1.671853587,3.151771067,0.765681288,1.040987497,-1.372301425,-0.466025168,0.762308906,0.919203551,0.701747634,1.298728197,0.271416922,0.960212626,1.183716938,1.183716938,0.053699975,0.573023674,0.902958354,1.105679333,0.922894566,0.283245061,0.559636399,0.555429158,8.887470735,0.663870633,96.81353272,0.407566199,1.195292859,0.383499198,0.663833148,0.229736922,1.301408855,8.411838999,0.686697494,46.52382584,2.351197225,0.979208926,1.057162172,0.930755419,0.771991165,0.901951705,1.628093061,1.135693616,1.709639779,1.669700445,1.116617139,1.185946082
"A7186",1.202775466,1.088581275,1.174729335,2.593101823,1.096792707,0.733890298,4.022942658,1.375781342,1.540653462,2.529241589,0.785281567,1.03260735,-1.203684129,-0.0140775,0.768606988,0.903500531,0.753454154,1.241038217,0.256649982,0.954808175,1.240481806,1.240481806,0.426391621,0.537539827,0.747829958,1.044307661,0.806573958,0.277712819,0.553643226,0.568112258,10.13081564,0.615813096,106.0702667,0.416887442,1.191885661,NA,0.676691642,0.164715,1.315874157,8.866025481,0.814491739,42.68582333,2.466603725,1.084916633,1.06815524,0.926053067,0.730564301,0.889808999,1.662810572,NA,1.824248298,1.621773986,1.155498034,1.203120229
"A7188",1.369221941,1.104849293,1.138330151,2.736877427,1.080782646,0.610026434,4.631609013,1.569751217,1.773373,2.841515209,0.778373446,1.049751448,-1.703567077,-0.246947498,0.758311963,0.880583678,0.72074387,1.355065882,0.275779506,0.971388813,1.203332955,1.203332955,0.153592048,0.587500364,0.915230399,1.210222092,0.922203791,0.2314073,0.561377123,0.598196241,9.378613596,0.642721552,97.35778627,0.362164098,1.202332608,0.34976354,0.658892837,0.200856079,1.356349622,10.19261354,0.755139567,43.20994288,2.298591095,1.036230752,0.952954026,0.970498853,0.703632574,0.932976718,1.537186382,1.065635678,1.86882542,1.626383,1.165229171,1.167131188
"A7199",1.192038227,1.107025591,1.162638567,2.809577014,1.084053623,0.663487378,5.050642778,1.50450724,1.725957508,2.910936986,0.777469512,1.044804428,-1.59046804,-0.318519809,0.76294411,0.86178854,0.723587418,1.354463688,0.268585122,0.975163433,1.220819839,1.220819839,0.193098656,0.579198964,0.91540449,1.181385783,0.841943724,0.253718622,0.569304668,0.568976496,9.851409124,0.65866981,117.847113,0.379375528,1.199760242,0.362114353,0.653566561,0.171736487,1.343554089,10.79823529,0.796085049,43.4781321,2.501295314,1.206964588,0.98489654,0.962876024,0.735350838,0.920373731,1.554389344,1.083400761,1.784694931,1.597091724,1.15753029,1.154949676
"A7201",1.43889506,1.163087844,1.121961997,3.023252795,1.07148649,0.63303115,6.482335416,1.624113833,1.932787709,3.245891308,0.761773793,1.051953769,-1.846428986,-0.712905037,0.737652422,0.860183429,0.688629218,1.480692403,0.300465309,0.979319962,1.179655261,1.179655261,-0.048553524,0.622615188,1.099503857,1.352291478,1.017844843,0.248163462,0.558722892,0.586927284,9.449819611,0.668300855,130.645689,0.370047774,1.207011062,0.355749215,0.650414009,0.185630529,1.328836685,11.0307721,0.766071759,42.85860799,2.642506122,1.342445565,0.961427187,0.99661563,0.714229662,0.929830966,1.634418624,1.069270301,1.68154548,1.62413043,1.141511707,1.145751046
"A7205",1.118443605,1.102493256,1.138077805,2.54375584,1.094006607,0.759719061,4.327143128,1.480364995,1.68593755,2.795815318,0.798357468,1.022265567,-1.208604641,-0.22562993,0.764311785,0.908259882,0.75494086,1.250557775,0.247274945,0.952420749,1.236025578,1.236025578,0.362098787,0.549585311,0.822972708,1.095988534,0.782363861,0.232290735,0.550399655,0.611870023,9.702370672,0.66017428,112.6890387,0.368380662,1.206013189,0.388580197,0.661264076,0.178311939,1.312765516,10.04989419,0.7898236,43.82034354,2.686281417,1.164113262,0.963689588,0.986813714,0.772636058,0.928215802,1.742008427,1.134507808,1.734118231,1.628830534,1.178814125,1.170366055
"A7206",1.413386948,1.126201318,1.088282481,2.606097166,1.08388366,0.590590807,4.986118981,1.428725034,1.632638212,2.871379415,0.773131559,1.050702183,-1.665979454,-0.397070969,0.771892702,0.907803274,0.717311092,1.363791889,0.275550415,0.965824296,1.17922935,1.17922935,0.052883857,0.578729552,0.926189731,1.138922897,0.919845347,0.288035797,0.590404884,0.509957064,9.190248124,0.655237845,116.0941819,0.4064223,1.187655302,0.352036493,0.651097456,0.209445637,1.340881602,7.972097039,0.717110942,45.8564465,2.229372396,1.131964468,1.054147551,0.903736326,0.758754226,0.921504492,1.517705431,1.076421972,1.770207968,1.65980506,1.161889139,1.161843715
"A7224",1.146600819,1.144315241,1.117480432,2.915298838,1.084630997,0.579625977,5.312149807,1.452073866,1.721317133,3.138214798,0.771672947,1.037450239,-1.568203531,-0.458985207,0.762453925,0.841895716,0.732425366,1.345123855,0.276709897,0.974886664,1.191023392,1.191023392,-0.001415462,0.580966347,0.985782382,1.158450335,0.826474853,0.279915704,0.561866181,0.555457805,10.2128369,0.685289682,126.3365694,0.398786805,1.198524168,0.366028271,0.657184304,0.155916764,1.314825271,9.219264902,0.808894842,46.87468086,2.181217853,1.219338589,1.036384039,0.945821037,0.754125846,0.919927436,1.703899129,1.101281623,1.734750317,1.580916384,1.200451396,1.171340314
"A7227",1.484528925,1.155184198,1.125235549,2.789005331,1.070212732,0.576671034,5.20371817,1.471692367,1.765744834,3.389103954,0.756704143,1.0592439,-1.669171105,-0.38725136,0.778725707,0.910031678,0.699830042,1.401812738,0.279411747,0.965972589,1.209605628,1.209605628,0.027975724,0.60465916,0.897689373,1.211116263,0.984159439,0.290774294,0.565758805,0.539998239,9.126228678,0.671915939,103.932149,0.409263318,1.19461322,0.3630968,0.658483115,0.217613499,1.307242489,9.789996453,0.771253165,36.08225347,2.166095895,1.165308463,1.029841142,0.959724436,0.787772327,0.895813346,1.426397107,1.075896045,1.793470263,1.668066102,1.126016884,1.150672589
"A7229",1.693964291,1.173070131,1.15993824,2.987954195,1.072793316,0.63029405,4.89291415,1.541749888,1.79640395,3.164519548,0.759270152,1.065258688,-1.705972753,-0.53989915,0.754683773,0.93859086,0.691738708,1.466100431,0.282779113,0.960981516,1.214535825,1.214535825,0.036311575,0.616336816,1.047371703,1.283027916,1.082333107,0.272406441,0.580798413,0.537763891,9.496753218,0.659148106,92.64259039,0.391291683,1.194525101,0.367867627,0.650063988,0.259851893,1.292955527,11.85492575,0.810334926,38.76620433,2.474629979,1.07648262,0.984490776,0.968253586,0.743133437,0.905147937,1.374997881,1.075888355,1.716254619,1.713459077,1.112056059,1.128106649
"A7231",1.239148231,1.078826718,1.205587342,2.494172628,1.081755564,0.614786209,3.999723634,1.425376593,1.676289536,2.711621234,0.794441773,1.04432221,-1.609766431,-0.230441046,0.757507495,0.877073909,0.720416919,1.31153508,0.259887589,0.968884983,1.25048973,1.25048973,0.173894805,0.570830775,0.800897643,1.120006578,0.850110552,0.279404975,0.563270795,0.554193517,8.84835743,0.567036727,84.42061796,0.400340957,1.197000707,0.369186615,0.658709272,0.191010585,1.365976533,12.20540093,0.711053064,38.34079391,2.185153254,0.935104479,1.023001215,0.956840986,0.716513604,0.938373278,1.50030983,1.090375981,1.794954276,1.612050733,1.119836526,1.160160421
"A7244",1.358671825,1.158256801,1.116938548,3.022308252,1.079033961,0.664599898,5.3375556,1.513779743,1.809821612,3.001938763,0.767351769,1.043169648,-1.421043919,-0.43468972,0.746149556,0.905076264,0.71082304,1.357602294,0.28125628,0.963656504,1.181229544,1.181229544,0.135834169,0.597298751,0.997136801,1.20578,0.92811558,0.258806649,0.548762481,0.591029409,10.04009269,0.669388783,115.32635,0.388704887,1.202808202,0.393275367,0.664495727,0.191270092,1.305362909,9.496154649,0.82265801,43.29512803,2.620218626,1.196451902,1.001773934,0.977091427,0.719429664,0.918603504,1.661947526,1.138513195,1.769779487,1.658968709,1.159524965,1.172971345
"A7252",1.345995751,1.105380151,1.16400587,2.4074209,1.071234428,0.600191565,4.446272312,1.461159142,1.779831388,3.120952089,0.766370865,1.05425158,-1.67214229,-0.33355354,0.771820861,0.868033626,0.718922444,1.390268895,0.278056335,0.976142743,1.228953137,1.228953137,0.093723088,0.600799488,0.839549874,1.201910396,0.926417813,0.298010224,0.55720058,0.545432385,NA,0.555686893,86.41531172,0.413317779,1.197815091,0.363765602,0.659142333,0.19434603,1.363613029,11.86738055,NA,36.26841165,2.275061451,0.983895542,1.037859126,0.969292702,0.751037969,0.914312943,1.485123986,1.078309375,1.823955189,1.613140463,1.168260282,1.153382028
"A7255",1.545330779,1.138934485,1.136269109,3.358039098,1.069878796,0.503407805,6.19488836,1.554013661,1.924915502,3.569254944,0.789537476,1.06430254,-1.938429403,-0.394596615,0.729279195,0.897961457,0.682636049,1.457274078,0.300318457,0.973494931,1.183600831,1.183600831,-0.065728535,0.626160208,1.073908414,1.313760126,1.051388564,0.276606877,0.547064097,0.576964574,10.2435204,0.654599883,119.3065828,0.393837111,1.205275626,0.345855297,0.658076246,0.202565082,1.355903998,11.78511947,0.85781325,41.36007468,1.948962544,1.265639475,1.004755642,0.994770288,0.76242216,0.982628808,1.467782151,1.047595842,1.883745314,1.676895264,1.127275206,1.155199829
"A7258",1.219668446,1.13076355,1.13744823,2.676760738,1.082526161,0.614845447,5.257800812,1.469082632,1.77781623,2.99423451,0.780358961,1.053341849,-1.553093222,-0.347489403,0.753327712,0.893677967,0.708920642,1.356316319,0.274119883,0.969696187,1.201498446,1.201498446,0.106736602,0.584309471,0.936039388,1.184013388,0.866296472,0.279406603,0.551653356,0.568587206,9.218702628,0.659699347,121.8202973,0.394754492,1.203901766,0.367609774,0.656243693,0.172600791,1.325298892,10.00069548,0.733104567,44.04799638,2.307522205,1.233243264,1.019340817,0.975797829,0.735707087,0.93287166,1.47315139,1.097813243,1.792175631,1.640830173,1.137431019,1.162263713
"A7260",1.418250674,1.141632716,1.147664555,3.174644368,1.081005445,0.577680667,4.199312076,1.463342545,1.758091023,2.781522596,0.781937381,1.046713242,-1.787779087,-0.475414517,0.748953124,0.84591794,0.713403031,1.362827452,0.278952321,0.979769691,1.216266106,1.216266106,-0.024539179,0.591097746,0.987363269,1.182164309,0.944246787,0.283809256,0.557984564,0.556712276,10.8103694,0.671342542,88.02754833,0.402104162,1.198953968,0.3480778,0.658858679,0.205621607,1.32030174,10.84231087,0.88711822,44.51907026,2.172913248,0.922932359,1.034350375,0.957396742,0.686664513,0.942020995,1.591443359,1.058269952,1.736385901,1.583277051,1.163256724,1.166874625
